ID	Area	Title	Description
27207	area-System.Net	Error with PostAsync	"if you use this code in the .net core 1-2 then it gives an error with code 400. If you use the same code in .netframework, then everything passes successfully with code 200. Test on windows. Why error?    `  class Program      {          private const string ProjectID = ""61"";          private const string SubProjectId = ""0"";          private const string ShardId = ""0"";          private const string UserId = ""6918200764865613899"";          private const string UserId2 = ""7816681534978888932"";            private static string XML(string name, string username, string password)          {              return string.Format(""<?xml version=\""1.0\"" encoding=\""UTF-8\""?><{0} ProjectId=\""{1}\"" SubProjectId=\""{2}\"" ShardId=\""{3}\"" UserId=\""{4}\"" UserId2=\""{5}\"" Username=\""{6}\"" Password=\""{7}\"" />"", name, ProjectID, SubProjectId, ShardId,              UserId, UserId2, username, password);          }            static void Main(string[] args)          {              HttpClient hc = new HttpClient();              ServicePointManager.ServerCertificateValidationCallback += (o, certificate, chain, errors) => true;              hc.DefaultRequestHeaders.Add(""User-Agent"", ""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.9 Downloader/12820 MailRuGameCenter/1282 Safari/537.36"");              hc.DefaultRequestHeaders.Add(""Accept"", ""*/*"");              var post = XML(""Auth"", ""artem.rizenkov@gmail.com"", ""XNCCFCWA"");              var result = hc.PostAsync(""https://authdl.mail.ru/sz.php?hint=Auth"", new StringContent(post, Encoding.UTF8, ""application/x-www-form-urlencoded"")).GetAwaiter().GetResult();          }      }`"
27206	area-Meta	Scrub error messages for missing arguments	It's really easy to have a resource string with substitutions but then in code forget to include arguments to fill them, e.g. https://github.com/dotnet/corefx/pull/27205.  We should scrub through the codebase fixing any such issues we find.  I expect 99% of cases would be easily automatable.
27204	area-System.Runtime	Use stackalloc for longer SystemDirectory paths	nit change, use stackalloc for longer SystemDirectory path < 260 chars.
27203	area-System.Net	Add SslStream test to validate options aren't mutated	While reading the code, I thought I saw the AuthenticateAsClientAsync options mutating the input options bag, which it shouldn't do.  I wrote a test for it, only to realize that I'd read the code incorrectly and it wasn't mutating things incorrectly.  But since I'd written the test, figured I might as well check it in.    cc: @Priya91 
27202	area-System.Text	Regex perf test for cache, refs #24425	Performance test for System.Text.RegularExpressions.Regex cache. Refs #24425 
27199	area-System.Net	Put method with Content on Linux is very slow	".Net core - Runtime v2.0.5  ``` csharp  using System;  using System.Diagnostics;  using System.Net.Http;  using System.Text;    namespace Test  {      class Program      {            static void Main(string[] args)          {              var httpClient = new HttpClient();                            // PUT              using (var request = new HttpRequestMessage(HttpMethod.Put, ""http://httpbin.org/put""))              {                  request.Content = new StringContent(""{\""test\"": 123 }"", Encoding.UTF8, ""application/json"");                    var stopWatch = new Stopwatch();                  stopWatch.Start();                  using (var response = httpClient.SendAsync(request).Result)                  {                      stopWatch.Stop();                      Console.WriteLine(""PUT with content - "" + stopWatch.Elapsed);                  }              }                            using (var request = new HttpRequestMessage(HttpMethod.Put, ""http://httpbin.org/put""))              {                  var stopWatch = new Stopwatch();                  stopWatch.Start();                  using (var response = httpClient.SendAsync(request).Result)                  {                      stopWatch.Stop();                      Console.WriteLine(""PUT without content - "" + stopWatch.Elapsed);                  }              }                            // POST              using (var request = new HttpRequestMessage(HttpMethod.Post, ""http://httpbin.org/post""))              {                  request.Content = new StringContent(""{\""test\"": 123 }"", Encoding.UTF8, ""application/json"");                                    var stopWatch = new Stopwatch();                  stopWatch.Start();                  using (var response = httpClient.SendAsync(request).Result)                  {                      stopWatch.Stop();                      Console.WriteLine(""POST with content - "" + stopWatch.Elapsed);                  }              }                            using (var request = new HttpRequestMessage(HttpMethod.Post, ""http://httpbin.org/post""))              {                  var stopWatch = new Stopwatch();                  stopWatch.Start();                  using (var response = httpClient.SendAsync(request).Result)                  {                      stopWatch.Stop();                      Console.WriteLine(""POST without content - "" + stopWatch.Elapsed);                  }              }          }      }  }  ```    Result:  ### Ubuntu 16.04.3 LTS  ```  PUT with content - 00:00:02.5108530  PUT without content - 00:00:00.1544149  POST with content - 00:00:00.1640221  POST without content - 00:00:00.1710089  ```    ### Windows 10 Pro  ```  PUT with content - 00:00:00.4485657  PUT without content - 00:00:00.2165181  POST with content - 00:00:00.1581848  POST without content - 00:00:00.1617438  ```    Why is Put method with content on Linux so slow? I tried use other content types(Steam/Bytes) and they all works slowly also"
27198	area-System.Net	SocketsHttpHandler: improve chunked read handling	Today, we only use a single chunk per ReadAsync on the content body.  For example, if we receive a chunked response body like this:    ```  5\r\n  hello\r\n  5\r\n  world\r\n  0\r\n  ```    The first ReadAsync on the response stream will only get the first 5 bytes, even though more bytes are available in subsequent chunks.    We should improve this.  We should process as many chunks are available in the buffer before returning to the user.    Addditionally, we should consider doing a buffered read when we are close to the end of the chunk but haven't fully chunk yet.  For example, assume the initial read on the body causes us to read into the connection read buffer, receiving the following chunks, with the second one incomplete:    ```  5\r\n  hello\r\n  5\r\n  wo  ```    Per above, for the initial read, we should process both chunks and return 7 bytes.    For the next read, we should notice that we are close to the end of the chunk (3 bytes remaining) and do a buffered read on the connection.  This will allow us to process the rest of the current chunk and any additional chunks returned as part of the buffered read.    We should only do unbuffered reads when there are enough bytes remaining in the current chunk to satisfy the requested read size, unless the remaining chunk bytes won't fit in the connection read buffer, in which case we should do an unbuffered read up to the remaining chunk bytes.  
27195	area-System.IO	Use NtCreateFile on Win32	NtCreateFile allows passing in a base handle which makes opening child directories much faster. This cuts anywhere from 3-10% of the time off of a GetFiles() call.    It is significantly faster as it avoids normalization and path parsing overhead.    cc: @terrajobst, @danmosemsft 
27194	area-System.Net	Remove unsafe from Uri.HexEscape in favor of string.Create	Remove unsafe, avoid allocation and write directly into the string's memory. Benchmarking with 200k * 100 samples.    Relates to https://github.com/dotnet/corefx/pull/22872  Benchmark-Code: https://gist.github.com/ViktorHofer/43a61de5cd7d3e45b29e36e7a40f21c2    ``` ini    BenchmarkDotNet=v0.10.12.431-nightly, OS=Windows 10.0.17101  Intel Core i7-6600U CPU 2.60GHz (Skylake), 1 CPU, 4 logical cores and 2 physical cores  Frequency=2742189 Hz, Resolution=364.6722 ns, Timer=TSC    [Host] : .NET Core ? (Framework 4.6.26214.07), 64bit RyuJIT    Job=.NET Core 2.1 uri Runtime=Core  Toolchain=InProcessToolchain      ```    Before:    |    Method |     Mean |    Error |   StdDev |       Gen 0 | Allocated |  |---------- |---------:|---------:|---------:|------------:|----------:|  | HexEscape | 345.2 ms | 3.552 ms | 3.322 ms | 384500.0000 | 769.04 MB |    After:    |    Method |     Mean |    Error |   StdDev |       Gen 0 | Allocated |  |---------- |---------:|---------:|---------:|------------:|----------:|  | HexEscape | 328.6 ms | 5.602 ms | 4.966 ms | 384500.0000 | 769.04 MB |    cc @CIPop, @davidsh @danmosemsft   
27193	area-System.Memory	Add ROSpan ToLower and ToUpper string-like APIs with CultureInfo	Part of https://github.com/dotnet/corefx/issues/21395#issuecomment-359906138    - ToLower  - ToLowerInvariant  - ToUpper  - ToUpperInvariant    Depends on: https://github.com/dotnet/coreclr/pull/16379 and https://github.com/dotnet/coreclr/pull/16496    cc @jkotas, @stephentoub, @KrzysztofCwalina, @tarekgh, @JeremyKuhne, @joshfree 
27192	area-System.IO	No easy way to see if FileStream.Lock is supported	On OS X, FileStream.Lock throws a PlatfomNotSupportedException.    There's no easy way to know if a given Platform supports this apart from either hardcoding a list of Platforms, or trying to do it and catching the Exception.    Streams have methods like CanRead/CanWrite/CanSeek to allow developers to verify if something _could_ work before doing it.    I'd like to propose a new static property on FileStream named like `SupportsLocking` than can be cheaply checked, even before creating the FileStream (as the result of this might influence the `FileMode` etc. arguments).    A proposal is [in this commit](https://github.com/mstum/corefx/commit/a9dd5fe07e101807ea0a950ddf9edc9afc3d10ee).  
27191	area-System.Diagnostics	ArgumentList added to Process.StartInfo	Fixes https://github.com/dotnet/corefx/issues/23592    This PR contains tests for the change also
27187	area-System.Data	SNIPacket performance improvement	 In `SNIPacket`, memory for `_data` byte array is allocated and released everytime `SqlClient` receives packets from server. I made it to reuse existing byte array if new allocation size is the same as existing byte array length. In `TdsParserStateObjectManaged`, `SNIPacket` object is newly created everytime it sends packets to server. I made it to reuse existing `SNIPacket` object if it is already created previously.   This fix improves SqlClient (managedSNI) by around 1000 tps both in sync and async in TechEmpower benchmark testing.(https://github.com/aspnet/benchmarks)    
27185	area-System.IO	Ability to wait for a specific amount of data	"Often a protocol knows how much data it is waiting for (TLS frames being one example, size headered binary protocols being another).    Instead of ReadAsync() then you check the header and you see you don't have enough, so you ReadAsync() check if you have enough and continue doing loops until you have a complete frame. If you could do a ""ReadAsync(xxxxx)"" and it wouldn't return unless there was an error/complete or at least that amount of data was available it would solve extra looping in every downstream protocol    /cc @Drawaes "
27184	area-System.IO	Remove FileSystem unused common files	Also update .sln using UpdateVSConfigurations    cc: @jkotas 
27181	area-System.Net	Enable SendReceive_VaryingLengthBuffers_Success on Windows run	Have run the test 500 times on local Windows 10 machine. No failure. The previous stack trace #22845 is too old, cannot reflect which code path results in this failure.    Enable the test on Windows to see if it fails in CI. If it fails, I can investigate further.    Related: #23765
27179	area-System.Runtime	Need tests for 2.0<->2.1 binary serialization roundtripping	We currently test 2.1<->2.1 and 2.1<->NETFX. We also need to verify 2.1<->2.0 works.    If we add a new set of canned binary blobs, copy and pasted from the 2.0 servicing branch, we can test 2.0->2.1 with trivial extension of existing mechanisms. To test 2.1->2.0 we would need 2.0 on our test machines, and it isn't there. However it's sufficient to only do that occasionally by hand, and no more often than we update the 2.1 binary blobs, since 2.0 isn't changing.    @ViktorHofer can you formalize a plan and then someone can work on it?
27177	area-System.Data	NullReferenceException in SNITCPHandle.Send	While attempting to write to a table using a table valued parameters with MARS on I am getting a `NullReferenceException` and the following stack trace.    ```   System.NullReferenceException: Object reference not set to an instance of an object.     at System.Data.SqlClient.SNI.SNITCPHandle.Send(SNIPacket packet)     at System.Data.SqlClient.SNI.SNIMarsConnection.Send(SNIPacket packet)     at System.Data.SqlClient.SNI.SNIMarsHandle.SendControlPacket(SNISMUXFlags flags)     at System.Data.SqlClient.SNI.SNIMarsHandle.Dispose()     at System.Data.SqlClient.SNI.TdsParserStateObjectManaged.Dispose()     at System.Data.SqlClient.TdsParserSessionPool.PutSession(TdsParserStateObject session)     at System.Data.SqlClient.SqlCommand.EndExecuteNonQuery(IAsyncResult asyncResult)     at System.Threading.Tasks.TaskFactory`1.FromAsyncCoreLogic(IAsyncResult iar, Func`2 endFunction,   ```    I am on running dotnet-runtime-2.0.5-linux-x64. 
